StreetA,OddA1,OddA2,EvA1,EvA2,WardA,SubwardA,StreetB,OddbB,OddB2,EvB1,EvB2,WardB,SubwardB
NORTHCOTE AVE,5.0,127.0,20.0,156.0,9.0,47.0,NOVA SCOTIA AVE,15,15,10.0,10.0,10.0,8.0
NORTHCREST RD,1.0,55.0,14.0,54.0,2.0,4.0,NOVOPHARM CRT,,,30.0,70.0,23.0,42.0
NORTHCREST RD,65.0,117.0,86.0,86.0,2.0,6.0,NUFFIELD DR,1,45,2.0,42.0,24.0,42.0
NORTHDALE BLVD,25.0,103.0,,,19.0,1.0,NUGENT RD,1,31,4.0,48.0,2.0,4.0
NORTHDALE RD,19.0,31.0,,,15.0,2.0,NUGGET AVE,55,441,20.0,438.0,23.0,31.0
NORTHDALE RD,43.0,121.0,58.0,120.0,15.0,3.0,NUNAVUT RD,15,15,6.0,6.0,10.0,8.0
NORTHERN DANCER,21.0,117.0,80.0,80.0,19.0,52.0,NUNES LANE,21,29,,,9.0,11.0
BLVD,,,,,,,NURSEWOOD RD,,,2.0,46.0,19.0,63.0
NORTHERN PL,5.0,31.0,2.0,14.0,9.0,41.0,NYMARK AVE,15,121,26.0,128.0,17.0,42.0
NORTHEY DR,5.0,101.0,24.0,98.0,15.0,4.0,O'CONNOR DR,,,2.0,2.0,14.0,2.0
NORTHFIELD RD,3.0,91.0,4.0,92.0,24.0,18.0,O'CONNOR DR,9,137,4.0,242.0,14.0,1.0
NORTHGATE DR,1.0,41.0,2.0,32.0,6.0,39.0,O'CONNOR DR,139,225,244.0,302.0,14.0,4.0
NORTHGLEN AVE,1.0,5.0,2.0,6.0,2.0,61.0,O'CONNOR DR,313,521,310.0,470.0,14.0,5.0
NORTHGLEN AVE,11.0,21.0,12.0,22.0,2.0,62.0,O'CONNOR DR,561,631,560.0,752.0,19.0,18.0
NORTHLAND AVE,7.0,165.0,10.0,160.0,5.0,66.0,O'CONNOR DR,633,665,,,19.0,17.0
NORTHLEIGH DR,3.0,41.0,4.0,56.0,24.0,23.0,O'CONNOR DR,761,797,754.0,812.0,19.0,1.0
NORTHLINE RD,5.0,39.0,30.0,50.0,19.0,1.0,O'CONNOR DR,801,1165,,,19.0,4.0
NORTHLINE RD,81.0,89.0,58.0,90.0,19.0,8.0,O'CONNOR DR,,,850.0,850.0,19.0,3.0
NORTHMOUNT AVE,13.0,31.0,12.0,32.0,6.0,34.0,O'CONNOR DR,,,968.0,1200.0,19.0,4.0
NORTHOLT CRT,1.0,11.0,2.0,10.0,2.0,39.0,O'CONNOR DR,1401,1677,1400.0,1674.0,19.0,8.0
NORTHOVER ST,1.0,147.0,6.0,130.0,6.0,51.0,O'CONNOR DR,,,1776.0,1780.0,16.0,67.0
NORTHRIDGE AVE,1.0,33.0,2.0,32.0,14.0,6.0,O'CONNOR DR,,,1800.0,1800.0,16.0,63.0
NORTHRIDGE AVE,51.0,77.0,50.0,80.0,14.0,5.0,O'CONNOR DR,,,1800.0,1800.0,16.0,64.0
NORTHTOWN WAY,5.0,15.0,,,18.0,38.0,O'CONNOR DR,1801,1815,,,16.0,66.0
NORTHTOWN WAY                                   8        8           18   043          O'CONNOR DR                   1861  1885     1810X1900     16   067,,,,,,,,,,,,,
NORTHTOWN WAY,,,10.0,10.0,18.0,39.0,O'DONNELL AVE,31,59,18.0,50.0,3.0,37.0
NORTHUMBERLAND ST,3.0,43.0,2.0,50.0,9.0,26.0,O'HALLORAN CRES,5,33,2.0,48.0,23.0,2.0
NORTHUMBERLAND ST,,,58.0,76.0,9.0,25.0,O'HARA AVE,7,55,6.0,58.0,4.0,59.0
NORTHVIEW AVE,1.0,41.0,2.0,36.0,20.0,64.0,O'HARA AVE,63,103,60.0,108.0,4.0,58.0
NORTHWEST GT,185.0,185.0,190.0,190.0,7.0,13.0,O'HARA PL,,,2.0,6.0,4.0,59.0
NORTHWESTERN AVE,1.0,1.0,,,5.0,36.0,O'HENRY GRV,,,4.0,22.0,23.0,40.0
NORTHWESTERN AVE,,,16.0,16.0,5.0,39.0,O'LEARY AVE,,,2.0,54.0,9.0,6.0
NORTHWOOD DR,9.0,33.0,10.0,36.0,18.0,11.0,O'MEARA CRT,1,37,6.0,38.0,17.0,22.0
NORTHWOOD DR,39.0,177.0,46.0,180.0,18.0,12.0,O'NEILL RD,1,15,2.0,10.0,16.0,26.0
NORTHWOOD DR,195.0,225.0,190.0,226.0,18.0,13.0,O'SHEA CRES,1,63,2.0,64.0,17.0,40.0
NORTON AVE,7.0,43.0,4.0,36.0,9.0,9.0,OAK HAMPTON BLVD,1,25,2.0,34.0,2.0,41.0
NORTON AVE,35.0,77.0,20.0,80.0,18.0,46.0,OAK KNOLLS CRES,3,53,4.0,54.0,25.0,26.0
NORTON AVE,83.0,147.0,84.0,150.0,18.0,47.0,OAK PARK AVE,1,77,,,19.0,27.0
NORTON AVE,159.0,207.0,162.0,208.0,18.0,49.0,OAK PARK AVE,,,2.0,122.0,19.0,26.0
NORTONVILLE DR,1.0,125.0,2.0,126.0,22.0,52.0,OAK PARK AVE,79,161,,,19.0,28.0
NORVAL ST,1.0,49.0,2.0,50.0,5.0,60.0,OAK PARK AVE,171,277,130.0,302.0,19.0,15.0
NORVALLEY CRT,1.0,19.0,12.0,18.0,25.0,43.0,OAK PARK AVE,455,457,,,19.0,14.0
NORWALK ST,1.0,9.0,2.0,32.0,24.0,46.0,OAK ST,1,217,,,13.0,63.0
NORWAY AVE,1.0,45.0,,,19.0,56.0,OAK ST,3X,33B,,,5.0,17.0
NORWAY AVE,,,2.0,42.0,19.0,53.0,OAK ST,,,8.0,50.0,5.0,2.0
NORWAY AVE,57.0,65.0,50.0,50.0,19.0,55.0,OAK ST,35,35,,,5.0,3.0
NORWAY AVE,79.0,115.0,,,19.0,57.0,OAK ST,,,40.0,40.0,13.0,63.0
NORWAY AVE,,,102.0,102.0,19.0,59.0,OAK ST,,,210.0,230.0,13.0,65.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
OAKBURN CRES,1,1,,,18.0,69.0,OLD BURNHAMTHORPE,,,40.0,52,2.0,51.0
OAKBURN CRES,1A,1A,,,18.0,78.0,RD,,,,,,
OAKBURN CRES,3,15,2.0,12,18.0,69.0,OLD BURNHAMTHORPE,65,95,64.0,100,2.0,52.0
OAKCREST AVE,25,223,30.0,160,19.0,25.0,RD,,,,,,
OAKCREST AVE,,,176.0,216,19.0,38.0,OLD COLONY RD,,,10.0,38,15.0,2.0
OAKDALE RD,21,229,2.0,320,7.0,50.0,OLD COLONY RD,15,105,44.0,120,15.0,3.0
OAKDALE RD,361,755,330.0,800,7.0,41.0,OLD CUMMER AVE,979,997,,,17.0,13.0
OAKDENE CRES                1        37         2        44         14   025          OLD DUNDAS ST                4017X4075     4030  4080     04   002,,,,,,,,,,,,,
OAKEN GATEWAY,,,2.0,44,15.0,1.0,OLD DUNDAS ST,4095,4119,,,3.0,1.0
OAKFIELD DR,1,39,,,3.0,32.0,OLD EGLINTON AVE,21,45,2.0,30,16.0,67.0
OAKFIELD DR,43,65,2.0,58,3.0,28.0,OLD FINCH AVE,1,175,,,25.0,11.0
OAKHAVEN DR,1,81,2.0,48X,23.0,5.0,OLD FINCH AVE,,,56.0,6410X,25.0,10.0
OAKHAVEN DR,,,50.0,86,23.0,6.0,OLD FINCH AVE,253,253,,,25.0,12.0
OAKHURST DR,3,19,2.0,22,17.0,16.0,OLD FINCH AVE,305,363,,,25.0,10.0
OAKLAND AVE,5,19,8.0,18,7.0,59.0,OLD FINCH AVE,6139,6361,,,25.0,12.0
OAKLANDS AVE,1,45,2.0,40,12.0,68.0,OLD FOREST HILL RD,1,73,2.0,72,12.0,43.0
OAKLAWN GDNS,3,9,2.0,8,12.0,39.0,OLD FOREST HILL RD,79,117,76.0,130,12.0,11.0
OAKLEY BLVD,1,121,4.0,100,21.0,20.0,OLD FOREST HILL RD,121,157,142.0,156,8.0,60.0
OAKLEY PL,1,21,2.0,2,15.0,9.0,OLD FOREST HILL RD,159,263,158.0,264,8.0,57.0
OAKMEADOW BLVD,1,203,,,24.0,10.0,OLD GEORGE PL,1,3,2.0,4,11.0,29.0
OAKMEADOW BLVD,,,2.0,56,24.0,11.0,OLD KINGSTON RD,21,53,4.0,20,25.0,46.0
OAKMEADOW BLVD,,,64.0,200,24.0,10.0,OLD KINGSTON RD,,,40.0,40,25.0,45.0
OAKMOUNT RD,5,29,6.0,18A,4.0,19.0,OLD KINGSTON RD,,,50.0,50,25.0,44.0
OAKMOUNT RD,,,22.0,22,4.0,24.0,OLD KINGSTON RD,,,60.0,70,25.0,46.0
OAKMOUNT RD,45,45,,,4.0,22.0,OLD KINGSTON RD,,,130.0,130,25.0,43.0
OAKMOUNT RD,55,55,,,4.0,21.0,OLD KINGSTON RD,,,200.0,240,25.0,46.0
OAKMOUNT RD,67,213,66.0,210,4.0,19.0,OLD KINGSTON RD,231X,255,,,25.0,43.0
OAKMOUNT RD,223,229,,,4.0,12.0,OLD KINGSTON RD,271,385B,278.0,406C,25.0,40.0
OAKRIDGE DR,1,97,4.0,120,20.0,29.0,OLD LESLIE ST,,,2756.0,2756,17.0,66.0
OAKRIDGE DR,101,193,152.0,192,20.0,27.0,OLD LESLIE ST,,,2760.0,2774,17.0,73.0
OAKRIDGE DR,195,233,194.0,236,20.0,26.0,OLD MEADOW LANE,1,3,10.0,10,8.0,14.0
OAKVALE AVE,1,9,2.0,8,14.0,29.0,OLD MILL DR,1,105,2.0,70,4.0,39.0
OAKVALE AVE,73,77,70.0,104,14.0,27.0,OLD MILL RD,5,35,20.0,100,3.0,3.0
OAKVIEW AVE,1,27,2.0,16,4.0,37.0,OLD MILL RD,39,39,,,3.0,4.0
OAKWOOD AVE,1,193,,,9.0,7.0,OLD MILL RD,65,101,,,3.0,3.0
OAKWOOD AVE,,,2.0,56,9.0,10.0,OLD MILL TER,3,69,6.0,68,3.0,5.0
OAKWOOD AVE,,,62.0,206,9.0,7.0,OLD MILL TRL,,,10.0,12,3.0,3.0
OAKWOOD AVE,197,337,208.0,364,9.0,6.0,OLD OAK DR,15,21,2.0,2,2.0,41.0
OAKWOOD AVE,341,501,,,12.0,53.0,OLD OAK RD,1,43,2.0,66,2.0,41.0
OAKWOOD AVE,,,366.0,540,12.0,5.0,OLD ORCHARD GRV,1,305,32.0,306,8.0,4.0
OAKWOOD AVE,503,613,,,12.0,6.0,OLD ORCHARD GRV,335,527,,,8.0,36.0
OAKWOOD AVE,,,560.0,660,12.0,3.0,OLD ORCHARD GRV,,,344.0,398,8.0,5.0
OAKWORTH CRES,3,61,4.0,60,21.0,50.0,OLD ORCHARD GRV,,,422.0,522,8.0,36.0
OASIS BLVD,15,185,40.0,104,23.0,16.0,OLD ORCHARD GRV,529,601,524.0,566,8.0,35.0
OASIS BLVD,185R,185R,,,23.0,17.0,OLD PARK RD,1,67,4.0,66,8.0,57.0
OATES DR,3,49,10.0,10,20.0,43.0,OLD PRIMROSE LANE,1,15,2.0,16,13.0,66.0
OBAN ST,1,3,,,3.0,85.0,OLD SHEPPARD AVE,5,5,,,17.0,47.0
OBRIS CRES,3,33,16.0,36,23.0,29.0,OLD SHEPPARD AVE,55X,101,70.0,110,17.0,46.0
OBSERVATORY RD,85,85,,,7.0,13.0,OLD SHEPPARD AVE,109,185,,,17.0,50.0
OCKWELL MANOR DR,23,83,30.0,60,22.0,4.0,OLD SHEPPARD AVE,,,114.0,200,17.0,49.0
ODESSA AVE,1,57,2.0,58,2.0,47.0,OLD STOCK YARDS RD,,,10.0,10,5.0,61.0
ODOARDO DI SANTO,41,109,6.0,110,7.0,56.0,OLD TRILLIUM LANE,1,17,2.0,16,13.0,66.0
CRCL,,,,,,,OLD WESTON RD,11,11,6.0,12,4.0,13.0
OJIBWAY AVE,1,13,2.0,16,10.0,95.0,OLD WESTON RD,143,143,142.0,142,5.0,61.0
OLD BREWERY LANE,27,67,,,13.0,66.0,OLD WESTON RD,189,333,190.0,330,9.0,15.0
OLD BRIDLE PATH,11,25,30.0,46,11.0,27.0,OLD WESTON RD,369,587,360.0,608,9.0,13.0
OLD BURNHAMTHORPE,7,61,2.0,34,2.0,54.0,OLD WESTON RD,607,721,610.0,676,9.0,5.0
RD,,,,,,,OLD WESTON RD,,,678.0,712,5.0,42.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
OLD YONGE ST,1.0,49,6.0,50,15.0,10.0,ORIOLE PKWY,1,53,,,12.0,40.0
OLD YONGE ST,143.0,387,152.0,384,15.0,9.0,ORIOLE PKWY,71,111,100.0,240.0,12.0,41.0
OLD YORK MILLS RD,3.0,25,10.0,10,15.0,10.0,ORIOLE PKWY,131,287,,,12.0,13.0
OLDBOROUGH CRCL,1.0,37,2.0,18,17.0,27.0,ORIOLE PKWY,289,505,248.0,500.0,12.0,12.0
OLDHAM RD,1.0,27,4.0,4,2.0,32.0,ORIOLE PKWY,569,715,558.0,706.0,8.0,63.0
OLDHAM RD,31.0,69,8.0,52,2.0,33.0,ORIOLE RD,1,75,,,12.0,39.0
OLEAN CRT,1.0,7,2.0,8,17.0,14.0,ORIOLE RD,,,2.0,86.0,12.0,42.0
OLGA ST,25.0,83,32.0,76,20.0,33.0,ORIOLE RD,79,85,,,12.0,40.0
OLITI CRT,9.0,31,6.0,40,7.0,5.0,ORKNEY CRES,1,63,4.0,48.0,2.0,32.0
OLIVE AVE,1.0,101,2.0,98,11.0,6.0,ORLAND CRT,3,7,2.0,8.0,2.0,3.0
OLIVE AVE,15.0,17,20.0,38,18.0,43.0,ORLANDO BLVD,1,35,2.0,32.0,21.0,26.0
OLIVE AVE,21.0,31,,,18.0,44.0,ORLEANS DR,1,137,2.0,138.0,25.0,39.0
OLIVE AVE,57.0,115,88.0,120,18.0,47.0,ORLEY AVE,1,61,2.0,60.0,19.0,28.0
OLIVE AVE,131.0,265,122.0,268,18.0,48.0,ORMEROD ST,1,3,2.0,58.0,23.0,41.0
OLIVER MEWS,,,2.0,36,19.0,50.0,ORMONT DR,75,1295A,80.0,1910.0,7.0,48.0
OLIVEWOOD RD,339.0,379,354.0,384,3.0,24.0,ORMSBY CRES,3,25,4.0,20.0,12.0,43.0
OLLERTON RD,5.0,47,2.0,50,7.0,32.0,ORMSKIRK AVE,35,35,,,4.0,43.0
OLSEN DR,5.0,75,6.0,90,16.0,1.0,ORMSKIRK AVE,55,55,52.0,58.0,4.0,42.0
OLYMPIA DR,9.0,23,18.0,50,5.0,30.0,ORMSKIRK CRT,15,33,2.0,30.0,4.0,42.0
OLYMPUS AVE,15.0,19,2.0,14,4.0,41.0,ORPHANAGE MEWS,,,38.0,38.0,10.0,18.0
OMAGH AVE,17.0,69X,12.0,74X,7.0,59.0,ORPINGTON CRES,3,61,4.0,90.0,1.0,22.0
OMAHA AVE,,,2.0,36,10.0,95.0,ORRELL AVE,3A,31,2.0,42.0,2.0,42.0
OMNI DR,,,100.0,110,21.0,10.0,ORTON PARK RD,15,125,2.0,160.0,24.0,18.0
OMNI DR,115.0,125,,,21.0,11.0,ORTON PARK RD,147,373X,164.0,400.0,24.0,17.0
ONEIDA AVE,1.0,15,2.0,18,10.0,95.0,ORVILLE RD,1,7,2.0,4.0,24.0,27.0
ONSLOW CRES,,,2.0,8,12.0,5.0,OSBORNE AVE,1,51,2.0,38.0,19.0,43.0
ONTARIO DR,15.0,15,,,10.0,8.0,OSBORNE AVE,53,113,,,19.0,39.0
ONTARIO ST,11.0,113,,,13.0,79.0,OSBORNE AVE,,,54.0,80.0,19.0,44.0
ONTARIO ST,,,78.0,106,13.0,70.0,OSCAR CRT,,,6.0,16.0,17.0,19.0
ONTARIO ST,187.0,391,188.0,386,13.0,62.0,OSCAR ROMERO PL,1,53,2.0,54.0,5.0,60.0
ONTARIO ST,411.0,455,406.0,468,13.0,61.0,OSLER ST,3,87,2.0,100.0,9.0,19.0
ONTARIO ST,473.0,585,474.0,584,13.0,30.0,OSLER ST,,,130.0,170.0,9.0,18.0
ONTARIO ST,675.0,675,666.0,666,13.0,26.0,OSLER ST,135,233,,,9.0,17.0
ONTARIO ST,,,700.0,700,13.0,25.0,OSLER ST,257,385,178.0,370.0,9.0,15.0
ONTARIO ST,,,730.0,730,13.0,23.0,OSMUND CRT,1,11,2.0,12.0,17.0,5.0
OPAL CRT,3.0,11,4.0,18,1.0,22.0,OSPREY CRT,3,7,4.0,10.0,25.0,10.0
ORANGEWOOD CRES,1.0,79,2.0,82,22.0,32.0,OSSINGTON AVE,,,2.0,224.0,10.0,1.0
ORATOR GT,1.0,1,,,23.0,31.0,OSSINGTON AVE,9,25,,,10.0,2.0
ORCHARD CRES,1.0,55,4.0,50,3.0,25.0,OSSINGTON AVE,41,235,,,10.0,1.0
ORCHARD CREST RD,1.0,21,2.0,8,4.0,4.0,OSSINGTON AVE,245,435,,,11.0,62.0
ORCHARD GRN,1.0,11,2.0,12,15.0,54.0,OSSINGTON AVE,,,248.0,428.0,9.0,44.0
ORCHARD PARK BLVD,7.0,79,2.0,102,19.0,52.0,OSSINGTON AVE,,,448.0,720.0,9.0,38.0
ORCHARD PARK DR,3.0,59,6.0,62,25.0,47.0,OSSINGTON AVE,455,589,,,11.0,61.0
ORCHARD PARK DR,61.0,67,,,25.0,46.0,OSSINGTON AVE,601,889,,,11.0,2.0
ORCHARD VIEW BLVD,33.0,127,38.0,174,8.0,67.0,OSSINGTON AVE,,,746.0,970.0,9.0,26.0
ORCHARDCROFT CRES,5.0,79,6.0,84,6.0,55.0,OSSINGTON AVE,901,1051,,,11.0,1.0
ORCHID CRT,1.0,29,6.0,30,15.0,5.0,OSSINGTON AVE,,,972.0,1052.0,9.0,24.0
ORCHID PLACE DR,,,20.0,90,23.0,43.0,OSSINGTON AVE,1089,1201,,,12.0,73.0
ORDE ST,11.0,25,10.0,20,11.0,77.0,OSSINGTON AVE,,,1102.0,1226.0,9.0,22.0
ORDNANCE ST,11.0,25,10.0,56,10.0,44.0,OSSINGTON CRES,,,2.0,16.0,9.0,44.0
ORDWAY RD,1.0,35,2.0,36,20.0,17.0,OSTEND AVE,1,69,2.0,72.0,4.0,40.0
OREGON TRL,1.0,21,2.0,16,2.0,68.0,OSTERHOUT PL,5,85,,,23.0,39.0
ORFORD PL,3.0,9,2.0,10,1.0,41.0,OSWALD CRES,3,27,6.0,36.0,12.0,24.0
ORFUS RD,33.0,125,12.0,130,8.0,16.0,OSWEGO RD,15,15,,,20.0,17.0
ORIANNA DR,3.0,13,2.0,2,3.0,83.0,OTONABEE AVE,5X,79,10.0,82.0,18.0,11.0
ORIOLE CRES,5.0,21A,2.0,32,12.0,41.0,OTONABEE AVE,87,257,88.0,256.0,18.0,12.0
ORIOLE GDNS,1.0,31,2.0,64,12.0,40.0,OTONABEE AVE,265,269,264.0,280.0,18.0,13.0
ORIOLE GDNS,39.0,73,,,12.0,39.0,OTTAWA RD,91,115,,,7.0,13.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
OTTAWA ST,1,19,2.0,22,11.0,25.0,PAGE ST,5,33,2.0,34.0,11.0,59.0
OTTER CRES,1,51,10.0,40,8.0,42.0,PAGEBROOK DR,1,43,4.0,30.0,2.0,18.0
OTTER CRES,53,59,48.0,108,8.0,40.0,PAGET RD,1,11,4.0,12.0,21.0,1.0
OTTER CRES,59R,59R,,,8.0,44.0,PAGODA PL,1,17,2.0,16.0,1.0,15.0
OTTER CRES,63,107,,,8.0,40.0,PAILTON CRES,,,4.0,8.0,12.0,35.0
OURLAND AVE,1,59,18.0,36,3.0,37.0,PAINSWICK CRES,1,101,8.0,98.0,17.0,49.0
OUTLOOK AVE,1,25,16.0,16,5.0,63.0,PAINTED POST DR,3,179,2.0,180.0,24.0,22.0
OUTLOOK AVE,55,55,,,5.0,57.0,PAINTED POST DR,309,445,300.0,452.0,24.0,20.0
OUTLOOK GARDEN BLVD,1X,1X,2.0,54,5.0,63.0,PAISLEY AVE,1,3,2.0,14.0,14.0,51.0
OVENDON SQ,3,73,4.0,74,23.0,26.0,PAKENHAM DR,1,55,4.0,34.0,1.0,41.0
OVERBANK CRES,1,83,2.0,84,16.0,13.0,PALACE ARCH DR,1,25,2.0,24.0,2.0,32.0
OVERBROOK PL,1,103,2.0,120,6.0,18.0,PALACE PIER CRT,1,1,,,3.0,41.0
OVERBROOK PL,147,203,134.0,246,6.0,20.0,PALACE PIER CRT,1A,1A,,,3.0,61.0
OVERDALE RD,5,17,2.0,16,8.0,57.0,PALACE PIER CRT,,,80.0,88.0,3.0,43.0
OVERLAND DR,1,1,,,16.0,28.0,PALACE ST,5,23,,,13.0,86.0
OVERLAND DR,,,4.0,136,16.0,26.0,PALACE ST,,,20.0,20.0,13.0,85.0
OVERLAND DR,33,131,,,16.0,29.0,PALACKY ST,7,27,10.0,28.0,24.0,31.0
OVERLEA BLVD,15A,65,2.0,86,15.0,38.0,PALAMAR RD,5,17,2.0,18.0,6.0,46.0
OVERLEA BLVD,101X,135,,,15.0,39.0,PALE MOON CRES,3,99,4.0,102.0,22.0,11.0
OVERLEA BLVD,,,130.0,130,16.0,58.0,PALISADES,11,45,2.0,50.0,4.0,41.0
OVERLORD CRES,3,63,2.0,70,25.0,9.0,PALK LANE,,,2.0,32.0,23.0,17.0
OVERSKATE CRT,1,49,2.0,36,1.0,2.0,PALM DR,15,77,10.0,74.0,6.0,31.0
OVERTON CRES,15,63,2.0,88,16.0,23.0,PALM DR,79,163,80.0,158.0,6.0,32.0
OVERTON PL,5,17,,,16.0,23.0,PALMDALE DR,1,161,150.0,264.0,22.0,48.0
OVERTURE RD,23,159,8.0,156,24.0,36.0,PALMDALE DR,,,270.0,270.0,22.0,47.0
OVIDA AVE,3,43,2.0,44,3.0,23.0,PALMDALE DR,,,300.0,300.0,22.0,48.0
OWEN BLVD,15,55,8.0,62,15.0,9.0,PALMER AVE,,,4.0,28.0,19.0,28.0
OWEN BLVD,73,229,72.0,228,15.0,7.0,PALMER AVE,5,73,,,19.0,37.0
OWEN DR,7,33,8.0,34,3.0,83.0,PALMER ST,,,2.0,2.0,19.0,28.0
OXBOW RD,1,25,2.0,20,15.0,13.0,PALMERSTON AVE,5,25,2.0,32.0,10.0,13.0
OXENDEN CRES,1,83,2.0,64,2.0,48.0,PALMERSTON AVE,47,157,38.0,156.0,10.0,14.0
OXFORD DR,1,15,2.0,6,5.0,45.0,PALMERSTON AVE,157A,293A,166.0,308.0,11.0,67.0
OXFORD ST,3,69,8.0,60,11.0,73.0,PALMERSTON AVE,549,761,552.0,734.0,11.0,5.0
OXFORD ST,71,125,64.0,118,11.0,72.0,PALMERSTON AVE,765,925,766.0,924.0,11.0,6.0
OXFORD ST,487,679,,,3.0,39.0,PALMERSTON BLVD,307,435,,,11.0,67.0
OXFORD ST,727,923,,,3.0,37.0,PALMERSTON BLVD,,,310.0,436.0,11.0,66.0
OXHORN RD,1,29,4.0,30,25.0,30.0,PALMERSTON BLVD,455,545,456.0,548.0,11.0,59.0
OXLEY ST,25,25,16.0,16,10.0,28.0,PALMERSTON GDNS,1,59,14.0,58.0,11.0,6.0
OXTON AVE,,,14.0,50,12.0,41.0,PALMERSTON SQ,15,63,2.0,68.0,11.0,5.0
OZARK CRES,3,13,4.0,20,14.0,14.0,PALOMA PL,,,4.0,26.0,21.0,46.0
PABST LANE,,,6.0,6,16.0,26.0,PALOMINO CRES,17,45,2.0,60.0,17.0,20.0
PACHINO BLVD,17,63,32.0,60,21.0,1.0,PAMCREST DR,1,45,10.0,50.0,18.0,12.0
PACHINO BLVD,69,97,68.0,82,21.0,2.0,PAMELA CRT,3,21,4.0,20.0,1.0,12.0
PACIFIC AVE,3,37,6.0,38,4.0,19.0,PAMILLE PL,1,101,,,5.0,27.0
PACIFIC AVE,,,66.0,66,4.0,28.0,PANAMA CRT,,,2.0,32.0,24.0,22.0
PACIFIC AVE,,,102.0,116,4.0,19.0,PANDA SQ,5,49,6.0,50.0,25.0,18.0
PACIFIC AVE,111,111,,,4.0,26.0,PANDORA CRCL,1,153,4.0,176.0,24.0,22.0
PACIFIC AVE,,,148.0,336,4.0,9.0,PANMURE CRES,1,63,4.0,58.0,21.0,47.0
PACIFIC AVE,149,215,,,4.0,19.0,PANNAHILL RD,1,47,,,6.0,21.0
PACIFIC AVE,217,453,,,4.0,12.0,PANNAHILL RD,,,2.0,44.0,6.0,18.0
PACIFIC AVE,,,338.0,454R,4.0,10.0,PANNAHILL RD,167,251,168.0,250.0,6.0,20.0
PACKARD BLVD,1,103,2.0,118,21.0,18.0,PANORAMA CRT,21,51,18.0,50.0,1.0,11.0
PADDINGTON PL,1,11,2.0,14,2.0,21.0,PAPE AVE,1,91,2.0,240.0,14.0,50.0
PADDOCK CRT,1,19,,,15.0,3.0,PAPE AVE,99,229,,,14.0,49.0
PAGE AVE,,,2.0,96,17.0,19.0,PAPE AVE,233,317,248.0,358.0,14.0,36.0
PAGE AVE,,,4.0,20,4.0,3.0,PAPE AVE,369,515,388.0,520.0,14.0,37.0
PAGE AVE,9,105,,,17.0,19.0,PAPE AVE,517,657,,,14.0,29.0
PAGE AVE,15,25,,,4.0,3.0,PAPE AVE,659,709,524.0,684.0,14.0,23.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
PAPE AVE,717.0,923A,698,724,14.0,20.0,PARKER AVE,1.0,5,2.0,6.0,20.0,62.0
PAPE AVE,,,730,740,14.0,21.0,PARKER AVE,3.0,59,2.0,60.0,3.0,33.0
PAPE AVE,,,746,830,14.0,20.0,PARKETTE PL,25.0,25,,,20.0,59.0
PAPE AVE,,,832,940A,14.0,19.0,PARKFIELD AVE,19.0,29,20.0,32.0,14.0,44.0
PAPE AVE,925.0,1055,,,14.0,10.0,PARKHURST BLVD,3.0,109,2.0,110.0,15.0,51.0
PAPE AVE,,,942,1042,14.0,11.0,PARKHURST BLVD,,,112.0,192.0,15.0,32.0
PAPE AVE,,,1046,1112,14.0,3.0,PARKHURST BLVD,117.0,181,202.0,206.0,15.0,50.0
PAPE AVE,1059.0,1081A,,,14.0,4.0,PARKINGTON CRES,1.0,67,2.0,68.0,24.0,24.0
PAPE AVE,1083.0,1367,1290,1410,14.0,1.0,PARKLAND RD,7.0,29,2.0,28.0,20.0,64.0
PAPERBIRCH DR,1.0,83,2,66,16.0,26.0,PARKLEA DR,17.0,39,2.0,16.0,15.0,51.0
PAR AVE,1.0,77,2,74,24.0,33.0,PARKLEA DR,41.0,117,30.0,114.0,15.0,32.0
PARADE SQ,1.0,85,2,80,25.0,42.0,PARKMAN AVE,,,2.0,28.0,9.0,20.0
PARADELLE CRES,,,2,102,7.0,50.0,PARKMOUNT RD,1.0,217,100.0,218.0,14.0,26.0
PARADELLE CRES,9.0,15,,,7.0,49.0,PARKSIDE DR,11.0,185,,,4.0,55.0
PARADELLE CRES,23.0,103,,,7.0,50.0,PARKSIDE DR,189.0,355,,,4.0,53.0
PARAGON RD,3.0,53,2,46,2.0,6.0,PARKSIDE DR,,,200.0,440.0,4.0,41.0
PARAMOUNT CRT,1.0,27,2,30,5.0,35.0,PARKSIDE DR,357.0,379,,,4.0,51.0
PARDEE AVE,1.0,39,2,42,10.0,8.0,PARKSIDE DR,387.0,527,,,4.0,17.0
PARENT AVE,31.0,65,2,62,6.0,43.0,PARKVIEW AVE,1.0,7,2.0,16.0,13.0,29.0
PARFIELD DR,5.0,57,4,56,17.0,63.0,PARKVIEW AVE,11.0,11,,,18.0,51.0
PARIS CRT,1.0,11,2,12,16.0,1.0,PARKVIEW AVE,43.0,79,18.0,80.0,18.0,46.0
